0.102462, 0.883936, 0.900000, 0.188853, 0.115207, 0.220000, 0.372000, 0.170400, 0.100000
0.900000, 0.363454, 0.555211, 0.263113, 0.523009, 0.566667, 0.460000, 0.407556, 0.100000
0.103216, 0.725435, 0.900000, 0.138265, 0.124285, 0.300000, 0.433714, 0.261067, 0.100240
0.109498, 0.893574, 0.861690, 0.466437, 0.162650, 0.113333, 0.334286, 0.145867, 0.100279
0.107795, 0.770415, 0.708451, 0.624686, 0.150855, 0.206667, 0.306857, 0.130578, 0.100587
0.101801, 0.798260, 0.773803, 0.142481, 0.111861, 0.300000, 0.450857, 0.267467, 0.100653
0.112271, 0.875368, 0.742254, 0.217390, 0.176233, 0.246667, 0.376571, 0.192444, 0.100772
0.114329, 0.890361, 0.893239, 0.408715, 0.147277, 0.193333, 0.337714, 0.138756, 0.100801
0.108160, 0.827175, 0.773803, 0.472923, 0.149629, 0.113333, 0.326286, 0.145156, 0.100897
0.102624, 0.698661, 0.900000, 0.138589, 0.114279, 0.273333, 0.421143, 0.219111, 0.100955
0.100000, 0.502677, 0.900000, 0.145724, 0.100000, 0.513333, 0.460000, 0.330400, 0.100984
0.101748, 0.496252, 0.726479, 0.149291, 0.115472, 0.300000, 0.457714, 0.267467, 0.100992
0.114752, 0.858233, 0.900000, 0.200203, 0.161391, 0.246667, 0.449714, 0.229067, 0.101047
0.101089, 0.685810, 0.877465, 0.496271, 0.111529, 0.326667, 0.341143, 0.157956, 0.101060
0.112667, 0.864659, 0.888732, 0.220632, 0.162716, 0.246667, 0.407429, 0.215911, 0.101065
0.109802, 0.825033, 0.845915, 0.215444, 0.146979, 0.246667, 0.441714, 0.220889, 0.101573
0.104847, 0.526238, 0.893239, 0.758938, 0.128327, 0.140000, 0.310286, 0.120267, 0.101615
0.118564, 0.802544, 0.812113, 0.224524, 0.171065, 0.180000, 0.351429, 0.146933, 0.101676
0.109952, 0.804685, 0.627324, 0.183664, 0.160894, 0.273333, 0.385714, 0.189244, 0.101686
0.117161, 0.679384, 0.872958, 0.251439, 0.152379, 0.206667, 0.358286, 0.180711, 0.101892
0.104325, 0.576573, 0.845915, 0.203770, 0.118354, 0.380000, 0.469143, 0.351022, 0.102225
0.116364, 0.782195, 0.879718, 0.823794, 0.154731, 0.100000, 0.309143, 0.124533, 0.102281
0.112930, 0.876439, 0.852676, 0.248196, 0.174477, 0.246667, 0.402857, 0.219822, 0.102496
0.112279, 0.497323, 0.839155, 0.601662, 0.175537, 0.206667, 0.311429, 0.132000, 0.102571
0.123509, 0.883936, 0.900000, 0.337373, 0.185609, 0.246667, 0.346857, 0.175733, 0.102670
0.104287, 0.361312, 0.890986, 0.504702, 0.124251, 0.233333, 0.361714, 0.120267, 0.102869
0.103767, 0.573360, 0.749014, 0.277706, 0.129917, 0.260000, 0.375429, 0.223378, 0.102925
0.116252, 0.867871, 0.866197, 0.259546, 0.158740, 0.260000, 0.383429, 0.211289, 0.102979
0.121809, 0.740428, 0.652113, 0.291974, 0.206249, 0.220000, 0.380000, 0.197422, 0.103060
0.110671, 0.602276, 0.843662, 0.180746, 0.137835, 0.300000, 0.365143, 0.208089, 0.103143
0.118416, 0.775770, 0.827887, 0.184313, 0.209463, 0.233333, 0.388000, 0.193156, 0.103151
0.117723, 0.495181, 0.859437, 0.575719, 0.163577, 0.166667, 0.296571, 0.112800, 0.103196
0.104166, 0.279920, 0.900000, 0.456060, 0.126604, 0.166667, 0.272571, 0.113867, 0.103197
0.111561, 0.900000, 0.900000, 0.169720, 0.163113, 0.260000, 0.356000, 0.188178, 0.103247
0.122395, 0.556225, 0.866197, 0.563721, 0.191142, 0.166667, 0.298857, 0.113156, 0.103337
0.109547, 0.450201, 0.884225, 0.393474, 0.143732, 0.140000, 0.276000, 0.102489, 0.103351
0.117458, 0.539090, 0.897746, 0.289056, 0.160562, 0.140000, 0.308000, 0.107111, 0.103535
0.101415, 0.475904, 0.900000, 0.108107, 0.106361, 0.353333, 0.489714, 0.352800, 0.103744
0.101171, 0.313119, 0.900000, 0.190474, 0.110237, 0.300000, 0.428000, 0.258933, 0.103780
0.108160, 0.544444, 0.848169, 0.175557, 0.142771, 0.380000, 0.420000, 0.283822, 0.103856
0.113263, 0.350602, 0.886479, 0.463843, 0.187961, 0.206667, 0.313714, 0.103911, 0.104005
0.127602, 0.486613, 0.744507, 0.454763, 0.200186, 0.246667, 0.317143, 0.150133, 0.104365
0.133925, 0.511245, 0.843662, 0.533239, 0.214598, 0.166667, 0.306857, 0.110667, 0.104480
0.118405, 0.801473, 0.877465, 0.205715, 0.172158, 0.300000, 0.412000, 0.245778, 0.104525
0.102326, 0.419143, 0.900000, 0.152858, 0.122297, 0.300000, 0.416571, 0.196356, 0.104618
0.116387, 0.604418, 0.809859, 0.415525, 0.179414, 0.246667, 0.324000, 0.164000, 0.104623
0.105562, 0.524096, 0.863944, 0.159343, 0.122131, 0.353333, 0.433714, 0.314044, 0.104694
0.106820, 0.575502, 0.852676, 0.199230, 0.136178, 0.380000, 0.460000, 0.330044, 0.104896
0.106216, 0.489826, 0.900000, 0.166802, 0.142937, 0.433333, 0.461143, 0.354933, 0.105246
0.105587, 0.324900, 0.895493, 0.900000, 0.134986, 0.286667, 0.344571, 0.196711, 0.105422
0.106100, 0.486613, 0.859437, 0.105513, 0.131109, 0.300000, 0.486286, 0.310489, 0.105432
0.127858, 0.690094, 0.841408, 0.365910, 0.177856, 0.206667, 0.322857, 0.139111, 0.105524
0.100834, 0.282062, 0.881972, 0.100000, 0.106460, 0.900000, 0.789143, 0.809689, 0.105550
0.106426, 0.488755, 0.884225, 0.155452, 0.142009, 0.433333, 0.466857, 0.372356, 0.105730
0.113323, 0.397724, 0.900000, 0.249169, 0.173881, 0.206667, 0.344571, 0.121333, 0.105852
