0.102497, 0.807898, 0.809859, 0.146048, 0.120574, 0.273333, 0.388000, 0.192444, 0.100288
0.100450, 0.199598, 0.900000, 0.257276, 0.103313, 0.153333, 0.362857, 0.129156, 0.101603
0.110882, 0.759705, 0.785070, 0.258897, 0.151683, 0.180000, 0.365143, 0.148356, 0.102126
0.102436, 0.484471, 0.900000, 0.211552, 0.120806, 0.260000, 0.402857, 0.233333, 0.102274
0.108427, 0.853949, 0.900000, 0.208958, 0.133197, 0.260000, 0.385714, 0.245422, 0.102467
0.113724, 0.620482, 0.791831, 0.292947, 0.149828, 0.166667, 0.382286, 0.147289, 0.102822
0.140734, 0.755422, 0.852676, 0.200203, 0.204891, 0.220000, 0.376571, 0.162933, 0.103092
0.104378, 0.645114, 0.598028, 0.173612, 0.127995, 0.380000, 0.484000, 0.361333, 0.103467
0.119588, 0.804685, 0.843662, 0.281921, 0.174245, 0.260000, 0.383429, 0.230133, 0.104090
0.108476, 0.328112, 0.900000, 0.300730, 0.159635, 0.166667, 0.277143, 0.110667, 0.104358
0.108443, 0.559438, 0.884225, 0.491407, 0.138597, 0.153333, 0.354857, 0.129156, 0.105214
0.121244, 0.671888, 0.839155, 0.389907, 0.177790, 0.153333, 0.358286, 0.130933, 0.105824
0.104508, 0.271352, 0.897746, 0.234901, 0.121601, 0.153333, 0.317143, 0.110311, 0.106012
0.110207, 0.465194, 0.852676, 0.286461, 0.148536, 0.180000, 0.373143, 0.145156, 0.106514
0.121050, 0.418072, 0.879718, 0.600365, 0.149265, 0.206667, 0.340000, 0.129867, 0.106732
0.153096, 0.622624, 0.886479, 0.666518, 0.207111, 0.113333, 0.308000, 0.100000, 0.107125
0.124721, 0.479116, 0.773803, 0.749210, 0.163246, 0.206667, 0.306857, 0.123111, 0.107215
0.107145, 0.515529, 0.694930, 0.143454, 0.130646, 0.353333, 0.430286, 0.309422, 0.107978
0.156890, 0.873226, 0.785070, 0.256303, 0.258231, 0.246667, 0.382286, 0.197778, 0.108379
0.107042, 0.533735, 0.893239, 0.127888, 0.139690, 0.220000, 0.362857, 0.155467, 0.108521
0.111709, 0.423427, 0.895493, 0.193069, 0.174146, 0.193333, 0.334286, 0.128444, 0.109200
0.143002, 0.536948, 0.868451, 0.738833, 0.205819, 0.206667, 0.351429, 0.127733, 0.109366
0.115877, 0.288487, 0.868451, 0.436927, 0.195382, 0.206667, 0.326286, 0.113867, 0.109503
0.156671, 0.823963, 0.900000, 0.320186, 0.251075, 0.246667, 0.338857, 0.165778, 0.109962
0.162786, 0.702945, 0.789577, 0.333158, 0.324823, 0.233333, 0.369714, 0.165778, 0.110139
0.113068, 0.280991, 0.877465, 0.284516, 0.162948, 0.140000, 0.325143, 0.114222, 0.110723
0.105339, 0.226372, 0.100000, 0.139887, 0.126041, 0.740000, 0.786857, 0.768089, 0.111512
0.122894, 0.358099, 0.859437, 0.303648, 0.178254, 0.206667, 0.310286, 0.110311, 0.111610
0.109758, 0.449130, 0.758028, 0.125942, 0.160496, 0.260000, 0.416571, 0.292711, 0.111731
0.115879, 0.369880, 0.877465, 0.314998, 0.161788, 0.233333, 0.354857, 0.150489, 0.112202
0.101213, 0.202811, 0.900000, 0.121727, 0.109906, 0.673333, 0.817714, 0.784089, 0.112437
0.123772, 0.187818, 0.881972, 0.481354, 0.195051, 0.113333, 0.316000, 0.109244, 0.113241
0.117029, 0.455556, 0.854930, 0.326672, 0.150193, 0.246667, 0.358286, 0.158667, 0.113501
0.135388, 0.295984, 0.787324, 0.432063, 0.197105, 0.193333, 0.370857, 0.137333, 0.113755
0.107476, 0.259572, 0.762535, 0.379854, 0.156819, 0.486667, 0.389143, 0.252178, 0.114414
0.113316, 0.472691, 0.839155, 0.126591, 0.144991, 0.460000, 0.503429, 0.378400, 0.114601
0.126286, 0.582999, 0.845915, 0.165180, 0.179447, 0.486667, 0.412000, 0.315467, 0.114888
